d_loss,epoch,g_fm,g_gan,g_mag,g_sc,g_total,step,val_loss
0.14438985288143158,41,1.7802504301071167,0.5865381360054016,0.09312406182289124,0.15231548249721527,34.031776428222656,87443,
,42,,,,,,89525,29.559974670410156
0.12298188358545303,42,1.823057770729065,0.5988414883613586,0.09089434146881104,0.14354419708251953,33.157936096191406,89525,
,43,,,,,,91607,30.970857620239258
0.12553146481513977,43,1.8385210037231445,0.6167466044425964,0.09023250639438629,0.14428311586380005,33.26091384887695,91607,
,44,,,,,,93689,30.001495361328125
0.12701131403446198,44,1.8524999618530273,0.6277920603752136,0.09079007059335709,0.14618128538131714,33.587432861328125,93689,
,45,,,,,,95771,29.202394485473633
0.13107998669147491,45,1.84125816822052,0.6146277785301208,0.08978040516376495,0.14378905296325684,33.17786407470703,95771,
,46,,,,,,97853,29.47988510131836
0.12259074300527573,46,1.8596692085266113,0.6238261461257935,0.08910467475652695,0.14244990050792694,33.077579498291016,97853,
,47,,,,,,99935,28.93621063232422
0.13498510420322418,47,1.84931480884552,0.6144497990608215,0.08930551260709763,0.1446235477924347,33.25395202636719,99935,
,48,,,,,,102017,28.733930587768555
0.13082581758499146,48,1.8540388345718384,0.6120768189430237,0.08883681893348694,0.14358283579349518,33.12425994873047,102017,
,49,,,,,,104099,30.481016159057617
0.14303618669509888,49,1.832087755203247,0.5994790196418762,0.0898544043302536,0.14748390018939972,33.49374008178711,104099,
,50,,,,,,106181,28.47440528869629
0.11791194975376129,50,1.8742624521255493,0.6138286590576172,0.087311290204525,0.1386144608259201,32.5777587890625,106181,
,51,,,,,,108263,29.453535079956055
0.12163817882537842,51,1.8859920501708984,0.6324693560600281,0.08715637028217316,0.14006835222244263,32.78492736816406,108263,
,52,,,,,,110345,28.962451934814453
0.12801924347877502,52,1.8769643306732178,0.6220097541809082,0.08715992420911789,0.141254723072052,32.84827423095703,110345,
,53,,,,,,112427,29.374853134155273
0.12739133834838867,53,1.8757624626159668,0.617693305015564,0.08687780797481537,0.14029081165790558,32.713348388671875,112427,
,54,,,,,,114509,29.152240753173828
0.1291302889585495,54,1.8737993240356445,0.6119657158851624,0.08687160909175873,0.1404367834329605,32.711788177490234,114509,
,55,,,,,,116591,29.539417266845703
0.13345375657081604,55,1.8760329484939575,0.62298583984375,0.08638864010572433,0.14034759998321533,32.676780700683594,116591,
,56,,,,,,118673,29.08687973022461
0.12086773663759232,56,1.8909318447113037,0.6220264434814453,0.08546476811170578,0.13704828917980194,32.32801055908203,118673,
,57,,,,,,120755,29.54442024230957
0.13090139627456665,57,1.8831785917282104,0.6182997822761536,0.08572933822870255,0.13898934423923492,32.50611114501953,120755,
,58,,,,,,122837,30.196958541870117
0.13210706412792206,58,1.8820264339447021,0.6186279058456421,0.08554224669933319,0.1388557255268097,32.468570709228516,122837,
,59,,,,,,124919,30.021100997924805
0.12507875263690948,59,1.8877333402633667,0.614971399307251,0.08498218655586243,0.13729442656040192,32.28132629394531,124919,
,60,,,,,,127001,29.292545318603516
0.12449753284454346,60,1.8965754508972168,0.6238546967506409,0.08462192118167877,0.13703908026218414,32.27285385131836,127001,
,61,,,,,,129083,29.69969367980957
0.12305140495300293,61,1.8913335800170898,0.6161860227584839,0.08433026075363159,0.1356734335422516,32.07323455810547,129083,
,62,,,,,,131165,29.34909439086914
0.13143622875213623,62,1.8772258758544922,0.6071527004241943,0.0845741257071495,0.1377657800912857,32.22730255126953,131165,
,63,,,,,,133247,29.383445739746094
0.12783147394657135,63,1.8940057754516602,0.6204867959022522,0.08410193771123886,0.1362311840057373,32.12382507324219,133247,
,64,,,,,,135329,31.023239135742188
0.12978914380073547,64,1.8948743343353271,0.6221228837966919,0.08387839794158936,0.13593228161334991,32.07756805419922,135329,
,65,,,,,,137411,29.540895462036133
0.12212655693292618,65,1.898192048072815,0.617736279964447,0.08308251202106476,0.1336708515882492,31.78406524658203,137411,
,66,,,,,,139493,29.81028938293457
0.1279556155204773,66,1.9041255712509155,0.6252480745315552,0.08328816294670105,0.13555516302585602,32.03020477294922,139493,
,67,,,,,,141575,29.420854568481445
0.11607280373573303,67,1.9081307649612427,0.6124801635742188,0.08260717242956161,0.13238656520843506,31.652538299560547,141575,
,68,,,,,,143657,29.017919540405273
0.13717235624790192,68,1.893845558166504,0.6162235140800476,0.08340542763471603,0.1361386626958847,32.03987121582031,143657,
,69,,,,,,145739,29.642581939697266
0.11479037255048752,69,1.9087847471237183,0.6037678122520447,0.08191800117492676,0.13118863105773926,31.458345413208008,145739,
